depth,b,cmi_center_mean,cmi_center_sem,cmi_max_mean,frac_nonzero
9,1,0.06,0.023748684174075836,0.92,0.06
9,2,0.51,0.06854925236645545,1.83,0.41
9,3,0.57,0.06819824044651004,2.06,0.47
9,4,0.25,0.049749371855331,2.75,0.22
9,5,0.22,0.043772137256478584,1.45,0.21
9,6,0.31,0.04836320915737498,1.12,0.3
9,7,0.02,0.013999999999999999,0.31,0.02
9,8,0.0,0.0,0.09,0.0
9,9,0.0,0.0,0.0,0.0
9,10,0.0,0.0,0.0,0.0
9,11,0.0,0.0,0.0,0.0
9,12,0.0,0.0,0.0,0.0
9,13,0.0,0.0,0.0,0.0
9,14,0.0,0.0,0.0,0.0
9,15,0.0,0.0,0.0,0.0
9,16,0.0,0.0,0.0,0.0
9,17,0.0,0.0,0.0,0.0
9,18,0.0,0.0,0.0,0.0
9,19,0.0,0.0,0.0,0.0
9,20,0.0,0.0,0.0,0.0
9,21,0.0,0.0,0.0,0.0
9,22,0.0,0.0,0.0,0.0
9,23,0.0,0.0,0.0,0.0
9,24,0.0,0.0,0.0,0.0
9,25,0.0,0.0,0.0,0.0
9,26,0.0,0.0,0.0,0.0
9,27,0.0,0.0,0.0,0.0
9,28,0.0,0.0,0.0,0.0
9,29,0.0,0.0,0.0,0.0
9,30,0.0,0.0,0.0,0.0
9,31,0.0,0.0,0.0,0.0
9,32,0.0,0.0,0.0,0.0
9,33,0.0,0.0,0.0,0.0
9,34,0.0,0.0,0.0,0.0
